Artista,Cancion,Palabra,Contexto
Alemán,Lo Mío es la Calle,calle,... se hizo en la calle sé que lo sabes ...
Alemán,Lo Mío es la Calle,billetes,... saben tenemos estilo y billetes de 100 traemo a ...
Alemán,Lo Mío es la Calle,tira,... que la chacaleen me tira a matar ella es ...
Alemán,Lo Mío es la Calle,matar,... chacaleen me tira a matar ella es mi gatita ...
Alemán,Lo Mío es la Calle,mota,... con mis bros mucha mota mucho alcohol dicen que ...
Alemán,Lo Mío es la Calle,mota,... con mis bros mucha mota mucho alcohol dicen que ...
Alemán,Lo Mío es la Calle,mota,... amanecido yo saco la mota tú pon la nalgota ...
Alemán,Lo Mío es la Calle,muerte,... me soporta hasta la muerte con los míos no ...
Alemán,Lo Mío es la Calle,gente,... no hay otra mi gente pura apestosa transporta en ...
Alemán,Lo Mío es la Calle,mota,... con mis bros mucha mota mucho alcohol dicen que ...
Alemán,Lo Mío es la Calle,mota,... con mis bros mucha mota mucho alcohol dicen que ...
Alemán,Bachas,chota,... la chota no me cacha si ...
Alemán,Bachas,mota,... distingo siempre quiero mucha mota más bien un chingo ...
Alemán,Bachas,mota,... he querido quiero mucha mota más bien un chingo ...
Alemán,Bachas,hierba,... gordos pura calidad bro hierba y polvo eso es ...
Alemán,Bachas,polvo,... calidad bro hierba y polvo eso es de lo ...
Alemán,Dealers,mercancía,... tán locos por la mercancía ando en una vaina ...
Alemán,Dealers,mota,... me dijo déjate la mota nada más que darle ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína esto es pa los ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína esto es pa los ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína esto es pa los ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína muchas bolsitas de polvo ...
Alemán,Dealers,polvo,... cocaína muchas bolsitas de polvo en la esquina esta ...
Alemán,Dealers,cocaína,... va para mis locos cocaína cocaí cocaí cocaína en ...
Alemán,Dealers,cocaína,... locos cocaína cocaí cocaí cocaína en la calle la ...
Alemán,Dealers,calle,... cocaí cocaína en la calle la moví cocaína ven ...
Alemán,Dealers,cocaína,... la calle la moví cocaína ven yo te consigo ...
Alemán,Dealers,chota,... engordar la alcancía puerco chota placa siempre lejos de ...
Alemán,Dealers,policía,... siempre lejos de la policía morning tarde noche en ...
Alemán,Dealers,barrio,... tarde noche en mi barrio siempre se trafica todo ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína esto es pa los ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína esto es pa los ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína esto es pa los ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína tengo diez bolsitas y ...
Alemán,Dealers,gente,... siempre porto saben pura gente pesada la que topo ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína esto es pa los ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína esto es pa los ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína esto es pa los ...
Alemán,Dealers,cocaína,... que están vendiendo la cocaína muchas bolsitas de polvo ...
Alemán,Dealers,polvo,... cocaína muchas bolsitas de polvo en la esquina esta ...
Alemán,Dealers,cocaína,... va para mis locos cocaína cocaí cocaí cocaína en ...
Alemán,Dealers,cocaína,... locos cocaína cocaí cocaí cocaína en la calle la ...
Alemán,Dealers,calle,... cocaí cocaína en la calle la moví cocaína ...
Alemán,Dealers,cocaína,... la calle la moví cocaína ...
Los Tigres Del Norte,Mujeres Divinas,mujeres,... hablando de mujeres y traiciones se fueron ...
Los Tigres Del Norte,Mujeres Divinas,mal,... simplemente hablamos de lo mal que nos pagaron que ...
Los Tigres Del Norte,Mujeres Divinas,mujeres,... siempre me dejaron las mujeres llorando y con el ...
Los Tigres Del Norte,Mujeres Divinas,mujeres,... y nunca lograríamos olvidarlas mujeres oh mujeres tan divinas ...
Los Tigres Del Norte,Mujeres Divinas,mujeres,... lograríamos olvidarlas mujeres oh mujeres tan divinas no queda ...
Los Tigres Del Norte,Mujeres Divinas,mujeres,... otro camino que adorarlas mujeres oh mujeres tan divinas ...
Los Tigres Del Norte,Mujeres Divinas,mujeres,... que adorarlas mujeres oh mujeres tan divinas no queda ...
Los Tigres Del Norte,El Arracadas,caballo,... triste montado en su caballo su perro lo acompaña ...
Los Tigres Del Norte,El Arracadas,caballo,... al cielo luego un caballo se aleja relinchando y ...
Los Tigres Del Norte,El Arracadas,muerto,... el arracadas lo hallaron muerto colgado en un potrero ...
Los Tigres Del Norte,El Arracadas,caballo,... su perro y su caballo nunca jamás se han ...
Grupo Firme,"Cerveza, Hierva y Polvo",barrio,... cigarro prendido hoy mi barrio está tranquilo con mis ...
Grupo Firme,"Cerveza, Hierva y Polvo",barrio,... agradecido crecí en el barrio con los que jalan ...
Grupo Firme,"Cerveza, Hierva y Polvo",hierba,... su rollo con cerveza hierba y polvo te la ...
Grupo Firme,"Cerveza, Hierva y Polvo",polvo,... con cerveza hierba y polvo te la conecta el ...
Grupo Firme,"Cerveza, Hierva y Polvo",barrio,... uh si en mi barrio alguien se mete con ...
Grupo Firme,"Cerveza, Hierva y Polvo",barrio,... tengo compas en mi barrio que me estiman otros ...
Grupo Firme,"Cerveza, Hierva y Polvo",barrio,... a sacar a mi barrio quiero mandar un saludo ...
Grupo Firme,"Cerveza, Hierva y Polvo",gente,... si piensa bien la gente con doble moral mi ...
Grupo Firme,"Cerveza, Hierva y Polvo",mal,... vida no está tan mal aprendan bien las cosas ...
Grupo Firme,"Cerveza, Hierva y Polvo",hierba,... su rollo con cerveza hierba y polvo te la ...
Grupo Firme,"Cerveza, Hierva y Polvo",polvo,... con cerveza hierba y polvo te la conecta el ...
Natanael Cano,Yo Le Batallé ,nivel,... le busquen siempre al nivel te recontrolo y al ...
Natanael Cano,Yo Le Batallé ,calle,... así descubrí que la calle es donde está el ...
Natanael Cano,Yo Le Batallé ,dinero,... es donde está el dinero me prendí mecha y ...
Natanael Cano,Yo Le Batallé ,dinero,... es donde está el dinero me prendí mecha y ...
Natanael Cano,Yo Le Batallé ,gente,... de más por mi gente y con mi gente ...
Natanael Cano,Yo Le Batallé ,gente,... gente y con mi gente yo siempre aquí voy ...
Natanael Cano,Soy,diablo,... quiere hablarme el mismo diablo pero a nadie le ...
Natanael Cano,Soy,malos,... ha asustado caminamos entre malos pasos pero no voy ...
Natanael Cano,Low,gente,... radico y por mi gente donde estoy trabajando duro ...
Natanael Cano,Low,cuatro,... en la casa también cuatro morras que siempre textean ...
J Balvin,Amarillo,sicario,... flow violento que parecemo sicario yo tomando vino y ...
J Balvin,Amarillo,policía,... alguno fumando mari la policía está molesta porque ya ...
J Balvin,Amarillo,gente,... me tocó seguir la gente pide más me invitan ...
J Balvin,Negro,frente,... marcá lo prende al frente de los guarda esa ...
J Balvin,Negro,frente,... marcá lo prende al frente de los guarda y ...
J Balvin,Negro,frente,... los guarda y al frente de la mai lo ...
J Balvin,Negro,perdió,... vida resuelta cuenta que perdió la cuenta de lo ...
J Balvin,Negro,frente,... marcá lo prende al frente de los guarda esa ...
J Balvin,Negro,frente,... marcá lo prende al frente de los guarda y ...
J Balvin,Negro,frente,... los guarda y al frente de la mai lo ...
J Balvin,Negro,gente,... dale dónde está mi gente yo le llegó ella ...
J Balvin,Negro,frente,... marcá lo prende al frente de los guarda esa ...
J Balvin,Negro,frente,... marcá lo prende al frente de los guarda y ...
J Balvin,Negro,frente,... los guarda y al frente de la mai lo ...
Rich Vagos,Mayday,calle,... good camino por esa calle tranquilo sin ver la ...
Rich Vagos,Mayday,mal,... line yeah sigo portándome mal neta perdóname ma oh ...
Rich Vagos,Mayday,dinero,... se me acabe el dinero pero nunca acaban las ...
Rich Vagos,Mayday,barrio,... yeah no deje el barrio seguimos en barrio pero ...
Rich Vagos,Mayday,barrio,... el barrio seguimos en barrio pero sí quiero mi ...
Rich Vagos,Mayday,barrio,... mierda que el mismo barrio nos dejó yeah smokin ...
Rich Vagos,Mayday,calle,... good camino por esa calle tranquilo sin ver la ...
Rich Vagos,Millonario,polvo,... ahora enrolo pura kronic polvo y un poco de ...
Rich Vagos,Millonario,polvo,... ahora enrolo pura kronic polvo y un poco de ...
Rich Vagos,Millonario,matar,... dios me perdone por matar a los que me ...
Rich Vagos,Millonario,barrio,... porque yo salí del barrio soy un callejero pero ...
Rich Vagos,Millonario,dinero,... música me da el dinero y yo tengo pa ...
Rich Vagos,Dolla,muerto,... rap aqui no ha muerto como capo de cartel ...
Rich Vagos,Dolla,calle,... mi squad un coronel calle pero elegante en una ...
Rich Vagos,Lugar Correcto,dinero,... consíguelo no es por dinero y guiño es por ...
Rich Vagos,Lugar Correcto,dinero,... y guiño es por dinero baby te soy sincero ...
Rich Vagos,Lugar Correcto,gente,... resultar yo he visto gente que no se aparece ...
Rich Vagos,Lugar Correcto,barrio,... pues dicen en el barrio el gana de lo ...
Rich Vagos,Lugar Correcto,dinero,... eso es que el dinero es tu mejor amigo ...
Rich Vagos,Lugar Correcto,real,... tu mejor amigo for real yo creo en lo ...
Rich Vagos,Lo Logramos,billetes,... facturar tengo miles de billetes pa poder gastar en ...
Rich Vagos,Lo Logramos,dinero,... de cadenas y guardo dinero pa l dia que ...
Rich Vagos,Lo Logramos,dinero,... hay un aguacero llueve dinero a montones nos tardamos ...
Rich Vagos,Lo Logramos,calle,... me toca jugar la calle me espera ando tranqui ...
Rich Vagos,Lo Logramos,hierba,... la alacena hay pura hierba de la buena fuma ...
Rich Vagos,Lo Logramos,perico,... rico sin mover el perico ven a mi cama ...
Rich Vagos,Miles y Miles,mal,... ma todo se torna mal no soy un wey ...
Rich Vagos,Miles y Miles,carro,... también quiero tener el carro del año el como ...
Rich Vagos,Miles y Miles,barrio,... llaman la joya del barrio si lo hiciera diario ...
Rich Vagos,No Es Una 9,calle,... a tu cuero el calle se calla mai se ...
Rich Vagos,No Es Una 9,gallo,... mai se nota el gallo no solo tengo ropa ...
Rich Vagos,No Es Una 9,real,... este salario solo cantando real pregunta por el barrio ...
Rich Vagos,No Es Una 9,barrio,... real pregunta por el barrio aun sigo siendo un ...
Rich Vagos,Cállese,calle,... baile hey en la calle cocina te arrima a ...
Rich Vagos,Cállese,calle,... baile ey en la calle cocina te arrima a ...
Rich Vagos,Cállese,dinero,... se juntan por el dinero más si es puta ...
Rich Vagos,Cállese,frente,... varios sales entramos al frente como entran los huracanes ...
Rich Vagos,Cállese,calle,... baile ey en la calle cocina te arrima a ...
Rich Vagos,Cállese,calle,... baile ey en la calle cocina te arrima a ...
Rich Vagos,Cállese,frente,... cállese la rv al frente lindo se siente cuando ...
Rich Vagos,Cállese,calle,... tanto ruido por la calle que hasta gente inventa ...
Rich Vagos,Cállese,gente,... la calle que hasta gente inventa que soy su ...
Rich Vagos,Cállese,calle,... la cuna en la calle el diablo es quien ...
Rich Vagos,Cállese,diablo,... en la calle el diablo es quien la meció ...
Rich Vagos,Cállese,calle,... baile ey en la calle cocina te arrima a ...
Rich Vagos,Cállese,calle,... baile ey en la calle cocina te arrima a ...
Rich Vagos,Cállese,real,... sección solo hay puro real los demás sálganse y ...
Rich Vagos,Cállese,diablo,... se te mete el diablo uy que miedo cabrón ...
Rich Vagos,Cállese,miedo,... el diablo uy que miedo cabrón a mí me ...
Rich Vagos,Cállese,calle,... baile ey en la calle cocina te arrima a ...
Rich Vagos,Cállese,calle,... baile ey en la calle cocina te arrima a ...
Adan Cruz & Lc Padrino,Trece Remix,muerte,... vida también a la muerte me tardé yo me ...
Adan Cruz & Lc Padrino,Trece Remix,tira,... lobos y si no tira león acá por el ...
Adan Cruz & Lc Padrino,Trece Remix,muerte,... vida también a la muerte ...
Ovi,Vengo De Nada,barrio,... yo yo vengo del barrio yo vengo de nada ...
Ovi,Vengo De Nada,mal,... preocupa lo que hablen mal de mi persona total ...
Ovi,Vengo De Nada,calle,... el hombligo en la calle siempre activo dios cuidame ...
Ovi,Vengo De Nada,calle,... de mis enemigos la calle está picando y suenan ...
Ovi,Vengo De Nada,tiros,... picando y suenan los tiros prendo uno en la ...
Ovi,Vengo De Nada,mujeres,... preocupa gastar fiesta y mujeres pa variar ahora lo ...
Ovi,Vengo De Nada,gente,... si ayudó a la gente se siente muy bien ...
Ovi,Vengo De Nada,gallo,... o corridos tumbados el gallo forjado billetes gana o ...
Ovi,Vengo De Nada,billetes,... tumbados el gallo forjado billetes gana o mucho le ...
Ovi,Vengo De Nada,gente,... el problema de esta gente es que no sabe ...
Dharius,Arenosos,mota,... tres trabalenguas saca la mota sácate el bong saca ...
Dharius,Arenosos,ley,... siempre soñamos rimas de ley de monterrey pa los ...
Dharius,Arenosos,polvo,... andan inhalando de aquel polvo blanco allá por las ...
Dharius,Arenosos,cocaína,... al whisky y la cocaína al rap y la ...
Dharius,Arenosos,gente,... menos ahora que tenemos gente en todas partes cholos ...
Dharius,Arenosos,barrio,... yo pude salir del barrio pero el barrio nunca ...
Dharius,Arenosos,barrio,... del barrio pero el barrio nunca va a poder ...
Primero Company,Abre Los Ojos,calle,... me hable y una calle tan pequeña me ha ...
Primero Company,Abre Los Ojos,hombres,... espero que la logre hombres de oro también se ...
Primero Company,Abre Los Ojos,gente,... sobre tengo a mi gente que me ve tras ...
Primero Company,Abre Los Ojos,muerte,... una llamada si la muerte se avecina solo soy ...
Primero Company,Abre Los Ojos,miedo,... muchachas aquí no hay miedo me salgo a partir ...
Primero Company,Abre Los Ojos,billetes,... de la chica grande billetes quiero pero que dios ...
Primero Company,Abre Los Ojos,muerte,... la sangre brota la muerte y la banqueta fueron ...
Kosmer,Brasil 99',ley,... que tengo es casi ley que lo comparto soy ...
Kosmer,Brasil 99',calle,... va calidad garantizada la calle la mujer la suela ...
Kosmer,Brasil 99',dinero,... palabras sobran no pidas dinero si te ofendes si ...
Kosmer,Brasil 99',real,... de cocodrilos oh merca real ...
Dharius,Espejismo,calle,... la vida de la calle en monterrey de la ...
Dharius,Espejismo,ley,... esos que siempre son ley ya saben quién es ...
Dharius,Espejismo,dinero,... es el rey con dinero o sin dinero con ...
Dharius,Espejismo,dinero,... con dinero o sin dinero con apoyo y sin ...
Dharius,Espejismo,real,... censura lo que es real va pa l estudio ...
Dharius,Espejismo,calle,... son puros actores la calle un espejismo no hagas ...
Dharius,Espejismo,compa,... rumores escribo con realismo compa pa que lo valores ...
Dharius,Espejismo,gente,... andas ahí de buena gente te chingan a la ...
Dharius,Espejismo,calle,... son puros actores la calle un espejismo no hagas ...
Dharius,Espejismo,compa,... rumores escribo con realismo compa pa que lo valores ...
Dharius,Espejismo,real,... esto sí es hip-hop real puro lettering malandro puro ...
Dharius,Espejismo,calle,... son puros actores la calle un espejismo no hagas ...
Dharius,Espejismo,compa,... rumores escribo con realismo compa pa que lo valores ...
Tiro Loko,Al Tiro Loko,mota,... de copiarla completa fuma mota y toma nota pa ...
Tiro Loko,Al Tiro Loko,real,... con el clan haciéndolo real que suene brutal súbele ...
Tiro Loko,Al Tiro Loko,ley,... un rey impongo mi ley con este estilo malandro ...
Tiro Loko,Al Tiro Loko,gente,... no has visto la gente pregunta pa cuando mi ...
Alemán,Categoría 5 / Huracán,cuatro,... la qui son las cuatro con 20 yao check ...
Alemán,Categoría 5 / Huracán,muerto,... cielo a dios salúdame muerto el perrito se acabó ...
Alemán,Categoría 5 / Huracán,calle,... vendo ando por la calle tengo y el mundo ...
